source,target,edge_type,weight
sponsor:Mengniu,team:Ghana,sponsor_team_panel,0.435
sponsor:Mengniu,match_716,sponsor_match_exposure,3.207
team:Paraguay,match_717,team_match,0.432
sponsor:Hyundai,team:Paraguay,sponsor_team_panel,0.812
sponsor:Hyundai,match_717,sponsor_match_exposure,3.523
team:Cameroon,match_718,team_match,0.421
sponsor:Coca-Cola,team:Cameroon,sponsor_team_panel,0.771
sponsor:Coca-Cola,match_718,sponsor_match_exposure,3.827
team:Denmark,match_719,team_match,0.637
sponsor:Coca-Cola,team:Denmark,sponsor_team_panel,0.793
sponsor:Coca-Cola,match_719,sponsor_match_exposure,3.784
team:North Korea,match_720,team_match,0.363
sponsor:Adidas,team:North Korea,sponsor_team_panel,0.823
sponsor:Adidas,match_720,sponsor_match_exposure,4.146
team:Portugal,match_721,team_match,0.5
sponsor:Mengniu,team:Portugal,sponsor_team_panel,0.359
sponsor:Mengniu,match_721,sponsor_match_exposure,3.562
team:Slovakia,match_722,team_match,0.315
sponsor:Mengniu,team:Slovakia,sponsor_team_panel,0.312
sponsor:Mengniu,match_722,sponsor_match_exposure,2.866
team:Chile,match_723,team_match,0.541
sponsor:Hisense,team:Chile,sponsor_team_panel,0.7
sponsor:Hisense,match_723,sponsor_match_exposure,2.972
team:Uruguay,match_724,team_match,0.698
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_724,sponsor_match_exposure,3.148
team:Switzerland,match_725,team_match,0.609
sponsor:Adidas,team:Switzerland,sponsor_team_panel,0.904
sponsor:Adidas,match_725,sponsor_match_exposure,3.9
team:South Korea,match_726,team_match,0.564
sponsor:McDonald's,team:South Korea,sponsor_team_panel,0.51
sponsor:McDonald's,match_726,sponsor_match_exposure,4.279
team:Mexico,match_727,team_match,0.637
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_727,sponsor_match_exposure,3.669
team:Nigeria,match_728,team_match,0.373
sponsor:Coca-Cola,team:Nigeria,sponsor_team_panel,0.705
sponsor:Coca-Cola,match_728,sponsor_match_exposure,3.408
team:Algeria,match_729,team_match,0.429
sponsor:Hisense,team:Algeria,sponsor_team_panel,0.732
sponsor:Hisense,match_729,sponsor_match_exposure,3.564
team:Serbia,match_730,team_match,0.497
sponsor:Vivo,team:Serbia,sponsor_team_panel,0.481
sponsor:Vivo,match_730,sponsor_match_exposure,4.056
team:United States,match_731,team_match,0.515
sponsor:Vivo,team:United States,sponsor_team_panel,0.432
sponsor:Vivo,match_731,sponsor_match_exposure,3.216
team:Denmark,match_732,team_match,0.636
sponsor:Coca-Cola,team:Denmark,sponsor_team_panel,0.793
sponsor:Coca-Cola,match_732,sponsor_match_exposure,3.29
team:Australia,match_733,team_match,0.332
sponsor:Hyundai,team:Australia,sponsor_team_panel,0.866
sponsor:Hyundai,match_733,sponsor_match_exposure,3.026
team:Japan,match_734,team_match,0.424
sponsor:Adidas,team:Japan,sponsor_team_panel,0.859
sponsor:Adidas,match_734,sponsor_match_exposure,3.728
team:Ivory Coast,match_735,team_match,0.405
sponsor:Budweiser,team:Ivory Coast,sponsor_team_panel,0.673
sponsor:Budweiser,match_735,sponsor_match_exposure,4.219
team:New Zealand,match_736,team_match,0.354
sponsor:McDonald's,team:New Zealand,sponsor_team_panel,0.367
sponsor:McDonald's,match_736,sponsor_match_exposure,3.652
team:Paraguay,match_737,team_match,0.428
sponsor:Hyundai,team:Paraguay,sponsor_team_panel,0.812
sponsor:Hyundai,match_737,sponsor_match_exposure,3.107
team:Switzerland,match_738,team_match,0.568
sponsor:Adidas,team:Switzerland,sponsor_team_panel,0.904
sponsor:Adidas,match_738,sponsor_match_exposure,3.7
team:North Korea,match_739,team_match,0.461
sponsor:Adidas,team:North Korea,sponsor_team_panel,0.823
sponsor:Adidas,match_739,sponsor_match_exposure,3.554
team:Honduras,match_740,team_match,0.334
sponsor:Visa,team:Honduras,sponsor_team_panel,0.694
sponsor:Visa,match_740,sponsor_match_exposure,3.951
team:Argentina,match_741,team_match,0.643
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.903
sponsor:Hyundai,match_741,sponsor_match_exposure,3.282
team:Uruguay,match_742,team_match,0.698
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_742,sponsor_match_exposure,3.853
team:South Korea,match_743,team_match,0.509
sponsor:McDonald's,team:South Korea,sponsor_team_panel,0.51
sponsor:McDonald's,match_743,sponsor_match_exposure,3.478
team:France,match_744,team_match,0.649
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.51
sponsor:Qatar Airways,match_744,sponsor_match_exposure,3.13
team:Serbia,match_745,team_match,0.576
sponsor:Vivo,team:Serbia,sponsor_team_panel,0.481
sponsor:Vivo,match_745,sponsor_match_exposure,3.651
team:Germany,match_746,team_match,0.706
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_746,sponsor_match_exposure,2.971
team:England,match_747,team_match,0.609
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_747,sponsor_match_exposure,3.076
team:Algeria,match_748,team_match,0.394
sponsor:Hisense,team:Algeria,sponsor_team_panel,0.732
sponsor:Hisense,match_748,sponsor_match_exposure,3.058
team:Netherlands,match_749,team_match,0.559
sponsor:Hisense,team:Netherlands,sponsor_team_panel,0.781
sponsor:Hisense,match_749,sponsor_match_exposure,3.264
team:Japan,match_750,team_match,0.496
sponsor:Adidas,team:Japan,sponsor_team_panel,0.859
sponsor:Adidas,match_750,sponsor_match_exposure,3.719
team:New Zealand,match_751,team_match,0.313
sponsor:McDonald's,team:New Zealand,sponsor_team_panel,0.367
sponsor:McDonald's,match_751,sponsor_match_exposure,3.849
team:Italy,match_752,team_match,0.491
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_752,sponsor_match_exposure,3.27
team:Spain,match_753,team_match,0.658
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_753,sponsor_match_exposure,3.7
team:Ivory Coast,match_754,team_match,0.41
sponsor:Budweiser,team:Ivory Coast,sponsor_team_panel,0.673
sponsor:Budweiser,match_754,sponsor_match_exposure,3.746
team:Brazil,match_755,team_match,0.584
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_755,sponsor_match_exposure,3.25
team:Honduras,match_756,team_match,0.301
sponsor:Visa,team:Honduras,sponsor_team_panel,0.694
sponsor:Visa,match_756,sponsor_match_exposure,3.891
team:South Korea,match_757,team_match,0.497
sponsor:McDonald's,team:South Korea,sponsor_team_panel,0.51
sponsor:McDonald's,match_757,sponsor_match_exposure,3.732
team:Ghana,match_758,team_match,0.423
sponsor:Mengniu,team:Ghana,sponsor_team_panel,0.435
sponsor:Mengniu,match_758,sponsor_match_exposure,3.239
team:Mexico,match_759,team_match,0.632
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_759,sponsor_match_exposure,4.065
team:England,match_760,team_match,0.68
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_760,sponsor_match_exposure,4.167
team:Chile,match_761,team_match,0.606
sponsor:Hisense,team:Chile,sponsor_team_panel,0.7
sponsor:Hisense,match_761,sponsor_match_exposure,4.168
team:Slovakia,match_762,team_match,0.385
sponsor:Mengniu,team:Slovakia,sponsor_team_panel,0.312
sponsor:Mengniu,match_762,sponsor_match_exposure,3.901
team:Japan,match_763,team_match,0.417
sponsor:Adidas,team:Japan,sponsor_team_panel,0.859
sponsor:Adidas,match_763,sponsor_match_exposure,3.84
team:Portugal,match_764,team_match,0.489
sponsor:Mengniu,team:Portugal,sponsor_team_panel,0.359
sponsor:Mengniu,match_764,sponsor_match_exposure,3.806
team:Brazil,match_765,team_match,0.656
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_765,sponsor_match_exposure,3.72
team:Ghana,match_766,team_match,0.387
sponsor:Mengniu,team:Ghana,sponsor_team_panel,0.435
sponsor:Mengniu,match_766,sponsor_match_exposure,3.678
team:Germany,match_767,team_match,0.74
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_767,sponsor_match_exposure,4.024
team:Spain,match_768,team_match,0.629
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_768,sponsor_match_exposure,3.822
team:Netherlands,match_769,team_match,0.632
sponsor:Hisense,team:Netherlands,sponsor_team_panel,0.781
sponsor:Hisense,match_769,sponsor_match_exposure,3.739
team:Spain,match_770,team_match,0.671
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_770,sponsor_match_exposure,4.181
team:Germany,match_771,team_match,0.782
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_771,sponsor_match_exposure,3.732
team:Spain,match_772,team_match,0.623
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_772,sponsor_match_exposure,3.717
team:Croatia,match_773,team_match,0.74
sponsor:Hisense,team:Croatia,sponsor_team_panel,0.731
sponsor:Hisense,match_773,sponsor_match_exposure,4.244
team:Australia,match_774,team_match,0.382
sponsor:Hyundai,team:Australia,sponsor_team_panel,0.866
sponsor:Hyundai,match_774,sponsor_match_exposure,3.819
team:Cameroon,match_775,team_match,0.4
sponsor:Coca-Cola,team:Cameroon,sponsor_team_panel,0.771
sponsor:Coca-Cola,match_775,sponsor_match_exposure,3.832
team:Netherlands,match_776,team_match,0.632
sponsor:Hisense,team:Netherlands,sponsor_team_panel,0.781
sponsor:Hisense,match_776,sponsor_match_exposure,3.92
team:Greece,match_777,team_match,0.381
sponsor:Budweiser,team:Greece,sponsor_team_panel,0.736
sponsor:Budweiser,match_777,sponsor_match_exposure,3.448
team:Italy,match_778,team_match,0.483
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_778,sponsor_match_exposure,3.637
team:Japan,match_779,team_match,0.45
sponsor:Adidas,team:Japan,sponsor_team_panel,0.859
sponsor:Adidas,match_779,sponsor_match_exposure,3.604
team:Costa Rica,match_780,team_match,0.565
sponsor:Visa,team:Costa Rica,sponsor_team_panel,0.76
sponsor:Visa,match_780,sponsor_match_exposure,3.69
team:Bosnia and Herzegovina,match_781,team_match,0.43
sponsor:Mengniu,team:Bosnia and Herzegovina,sponsor_team_panel,0.332
sponsor:Mengniu,match_781,sponsor_match_exposure,4.176
team:Honduras,match_782,team_match,0.409
sponsor:Visa,team:Honduras,sponsor_team_panel,0.694
sponsor:Visa,match_782,sponsor_match_exposure,3.878
team:Ecuador,match_783,team_match,0.513
sponsor:McDonald's,team:Ecuador,sponsor_team_panel,0.347
sponsor:McDonald's,match_783,sponsor_match_exposure,3.916
team:Portugal,match_784,team_match,0.54
sponsor:Mengniu,team:Portugal,sponsor_team_panel,0.359
sponsor:Mengniu,match_784,sponsor_match_exposure,4.157
team:United States,match_785,team_match,0.483
sponsor:Vivo,team:United States,sponsor_team_panel,0.432
sponsor:Vivo,match_785,sponsor_match_exposure,3.058
team:Nigeria,match_786,team_match,0.366
sponsor:Coca-Cola,team:Nigeria,sponsor_team_panel,0.705
sponsor:Coca-Cola,match_786,sponsor_match_exposure,3.557
team:Algeria,match_787,team_match,0.429
sponsor:Hisense,team:Algeria,sponsor_team_panel,0.732
sponsor:Hisense,match_787,sponsor_match_exposure,3.834
team:Mexico,match_788,team_match,0.59
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_788,sponsor_match_exposure,4.127
team:South Korea,match_789,team_match,0.566
sponsor:McDonald's,team:South Korea,sponsor_team_panel,0.51
sponsor:McDonald's,match_789,sponsor_match_exposure,4.327
team:Netherlands,match_790,team_match,0.626
sponsor:Hisense,team:Netherlands,sponsor_team_panel,0.781
sponsor:Hisense,match_790,sponsor_match_exposure,3.614
team:Croatia,match_791,team_match,0.72
sponsor:Hisense,team:Croatia,sponsor_team_panel,0.731
sponsor:Hisense,match_791,sponsor_match_exposure,3.319
team:Chile,match_792,team_match,0.58
sponsor:Hisense,team:Chile,sponsor_team_panel,0.7
sponsor:Hisense,match_792,sponsor_match_exposure,3.852
team:Ivory Coast,match_793,team_match,0.389
sponsor:Budweiser,team:Ivory Coast,sponsor_team_panel,0.673
sponsor:Budweiser,match_793,sponsor_match_exposure,3.503
team:Greece,match_794,team_match,0.37
sponsor:Budweiser,team:Greece,sponsor_team_panel,0.736
sponsor:Budweiser,match_794,sponsor_match_exposure,3.813
team:England,match_795,team_match,0.72
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_795,sponsor_match_exposure,3.798
team:Ecuador,match_796,team_match,0.531
sponsor:McDonald's,team:Ecuador,sponsor_team_panel,0.347
sponsor:McDonald's,match_796,sponsor_match_exposure,3.015
team:Costa Rica,match_797,team_match,0.515
sponsor:Visa,team:Costa Rica,sponsor_team_panel,0.76
sponsor:Visa,match_797,sponsor_match_exposure,3.578
team:France,match_798,team_match,0.737
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.51
sponsor:Qatar Airways,match_798,sponsor_match_exposure,4.035
team:Iran,match_799,team_match,0.438
sponsor:Visa,team:Iran,sponsor_team_panel,0.732
sponsor:Visa,match_799,sponsor_match_exposure,4.101
team:Ghana,match_800,team_match,0.39
sponsor:Mengniu,team:Ghana,sponsor_team_panel,0.435
sponsor:Mengniu,match_800,sponsor_match_exposure,4.141
team:Bosnia and Herzegovina,match_801,team_match,0.367
sponsor:Mengniu,team:Bosnia and Herzegovina,sponsor_team_panel,0.332
sponsor:Mengniu,match_801,sponsor_match_exposure,3.361
team:Russia,match_802,team_match,0.58
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_802,sponsor_match_exposure,3.749
team:Algeria,match_803,team_match,0.501
sponsor:Hisense,team:Algeria,sponsor_team_panel,0.732
sponsor:Hisense,match_803,sponsor_match_exposure,3.253
team:Portugal,match_804,team_match,0.531
sponsor:Mengniu,team:Portugal,sponsor_team_panel,0.359
sponsor:Mengniu,match_804,sponsor_match_exposure,3.106
team:Spain,match_805,team_match,0.673
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_805,sponsor_match_exposure,3.613
team:Cameroon,match_806,team_match,0.444
sponsor:Coca-Cola,team:Cameroon,sponsor_team_panel,0.771
sponsor:Coca-Cola,match_806,sponsor_match_exposure,4.266
team:Mexico,match_807,team_match,0.625
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_807,sponsor_match_exposure,3.699
team:Chile,match_808,team_match,0.562
sponsor:Hisense,team:Chile,sponsor_team_panel,0.7
sponsor:Hisense,match_808,sponsor_match_exposure,3.714
team:England,match_809,team_match,0.61
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_809,sponsor_match_exposure,3.395
team:Ivory Coast,match_810,team_match,0.376
sponsor:Budweiser,team:Ivory Coast,sponsor_team_panel,0.673
sponsor:Budweiser,match_810,sponsor_match_exposure,3.375
team:Uruguay,match_811,team_match,0.706
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_811,sponsor_match_exposure,3.671
team:Colombia,match_812,team_match,0.407
sponsor:Vivo,team:Colombia,sponsor_team_panel,0.396
sponsor:Vivo,match_812,sponsor_match_exposure,3.805
team:Iran,match_813,team_match,0.522
sponsor:Visa,team:Iran,sponsor_team_panel,0.732
sponsor:Visa,match_813,sponsor_match_exposure,3.331
team:France,match_814,team_match,0.601
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.51
sponsor:Qatar Airways,match_814,sponsor_match_exposure,3.316
team:Switzerland,match_815,team_match,0.606
sponsor:Adidas,team:Switzerland,sponsor_team_panel,0.904
sponsor:Adidas,match_815,sponsor_match_exposure,3.038
team:Argentina,match_816,team_match,0.687
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.903
sponsor:Hyundai,match_816,sponsor_match_exposure,3.419
team:Russia,match_817,team_match,0.621
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_817,sponsor_match_exposure,3.309
team:Belgium,match_818,team_match,0.723
sponsor:Visa,team:Belgium,sponsor_team_panel,0.713
sponsor:Visa,match_818,sponsor_match_exposure,3.148
team:Ghana,match_819,team_match,0.398
sponsor:Mengniu,team:Ghana,sponsor_team_panel,0.435
sponsor:Mengniu,match_819,sponsor_match_exposure,3.452
team:Germany,match_820,team_match,0.705
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_820,sponsor_match_exposure,3.042
team:Chile,match_821,team_match,0.563
sponsor:Hisense,team:Chile,sponsor_team_panel,0.7
sponsor:Hisense,match_821,sponsor_match_exposure,4.116
team:Uruguay,match_822,team_match,0.708
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_822,sponsor_match_exposure,3.484
team:Greece,match_823,team_match,0.394
sponsor:Budweiser,team:Greece,sponsor_team_panel,0.736
sponsor:Budweiser,match_823,sponsor_match_exposure,3.517
team:Mexico,match_824,team_match,0.647
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_824,sponsor_match_exposure,3.776
team:Nigeria,match_825,team_match,0.361
sponsor:Coca-Cola,team:Nigeria,sponsor_team_panel,0.705
sponsor:Coca-Cola,match_825,sponsor_match_exposure,3.687
team:Algeria,match_826,team_match,0.47
sponsor:Hisense,team:Algeria,sponsor_team_panel,0.732
sponsor:Hisense,match_826,sponsor_match_exposure,4.158
team:Switzerland,match_827,team_match,0.559
sponsor:Adidas,team:Switzerland,sponsor_team_panel,0.904
sponsor:Adidas,match_827,sponsor_match_exposure,4.056
team:United States,match_828,team_match,0.495
sponsor:Vivo,team:United States,sponsor_team_panel,0.432
sponsor:Vivo,match_828,sponsor_match_exposure,3.872
team:Colombia,match_829,team_match,0.376
sponsor:Vivo,team:Colombia,sponsor_team_panel,0.396
sponsor:Vivo,match_829,sponsor_match_exposure,4.222
team:Germany,match_830,team_match,0.693
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_830,sponsor_match_exposure,3.554
team:Belgium,match_831,team_match,0.71
sponsor:Visa,team:Belgium,sponsor_team_panel,0.713
sponsor:Visa,match_831,sponsor_match_exposure,4.0
team:Costa Rica,match_832,team_match,0.502
sponsor:Visa,team:Costa Rica,sponsor_team_panel,0.76
sponsor:Visa,match_832,sponsor_match_exposure,3.719
team:Germany,match_833,team_match,0.838
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_833,sponsor_match_exposure,4.317
team:Argentina,match_834,team_match,0.611
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.903
sponsor:Hyundai,match_834,sponsor_match_exposure,3.629
team:Netherlands,match_835,team_match,0.658
sponsor:Hisense,team:Netherlands,sponsor_team_panel,0.781
sponsor:Hisense,match_835,sponsor_match_exposure,4.363
team:Argentina,match_836,team_match,0.66
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.903
sponsor:Hyundai,match_836,sponsor_match_exposure,4.147
team:Saudi Arabia,match_837,team_match,0.581
sponsor:Visa,team:Saudi Arabia,sponsor_team_panel,0.698
sponsor:Visa,match_837,sponsor_match_exposure,4.362
team:Uruguay,match_838,team_match,0.697
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_838,sponsor_match_exposure,3.325
team:Iran,match_839,team_match,0.512
sponsor:Visa,team:Iran,sponsor_team_panel,0.732
sponsor:Visa,match_839,sponsor_match_exposure,3.299
team:Spain,match_840,team_match,0.708
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_840,sponsor_match_exposure,3.512
team:Australia,match_841,team_match,0.322
sponsor:Hyundai,team:Australia,sponsor_team_panel,0.866
